message,cyberbullying
eğer oyunu kurallarına göre oynasaydım söylediklerini yapsaydım iyi bir hayatım olurdu ve bakan olurdum,0
tuğçe sen domal ben seni zevk öldürurum yavrum,1
sen bu milletin kabul olmuş duasısın reis,0
tiviti silmissin hain oğlu hain yavşak senin de sendikanında amk akit,1
off yaa ne sikisgen bı kariydi,1
kalan ömrümüzü geçen ömrümüzden hayırlı eyle,0
inanamıyorum cidden kazandık,0
kuşların dili olalım şahsen bu güzelliğe kastedenlerden davacıyım her türlü desteği veririm ,0
rusya savunma bakanlığı türkiye ile nusra cephesi nin itlafı konusunda anlaştıklarını duyurdu,0
sahnede her zaman muhteşem bir şekilde parladığın için teşekkürler jang dongwoo doğum günün kutlu olsun  seviyorum,0
bu çaylak yalaka vıcık fanlar ne ara türedi ya stalk yaparken gözlerim kanadı kalpatışı,1
şimdi ders çalışmaya çalışacağım inşallah çalışırım,0
katil otoban projesi istemiyoruz,0
dünyadaki bütün güzel şarkılar sanırım bangtanın dinleyecek harika şarkıların soyunu tükettiniz beyler şarkı önerin,0
helal olsun başakşehir e tebrikler bizim gerizeka tudor da acayip kadro sürsün amk,1
fotoğraflarda şişko çıkıyorum zannediyordum meğersem şişko,0
bu nasıl bir icloud aq abshsgsvsgvsv adam pornocu cıktı absbsb,1
konsomatris misin cebinde 100 tl olan adam arıyon sorarlar,1
simdi de turkce odevi yapiyo soruda diyo ki mideniz size mektup yazsa ne yazardi yazmis kisevgili furkan dengeli y,0
bu zirzop hala boş konuşuyor,1
adem  onlar ne kadar şanslılarsa atışlarda biz de o kadar şansızız olmayınca olmuyor abi,0
seninlafinlaitlerhavlamak sen boş yerehavliyosunsenkimreiskimbizonuniçin can veririzbunu sakın unutma pislik,1
bu kadar kelimeyi telefon nasıl kaydederken kabul etti aq heckledin mi doru sole,1
trabzonspor u galibiyete taşıyan yilmazburak17 haftanın oyuncusu seçildi tebrikler,0
azıcık aklın vardı onu da kafana vurduğun bardakla kaybettinneyine güvendin de aday oldunzirzop,1
hala sorun tudor mu diyor beyinsiz,1
moral bozukluğuna iyi gelecek bir şarkı istiyorum sizden,0
yaa yerimki cikolata gondercem ben minnosuma,0
ya gerizeka embesil sen o olmazsa bu olur gibi davranırsan tabi yalnız kalırsın hakediyon,1
kudurun amk yamyam orospu cocukları sizi,1
bence makyaj malzemelerini yiyin birazda içiniz güzelleşsin,0
seni kırmızıya batırır öyle sikerim amk dombalağı,1
izini süreceğim sorular,0
beyin yokki onu yapsın pis cüce,1
ya bana ne oldu bütün bu laflar ne ds,0
2018’in en iyi ve en kötü dizüstü bilgisayar üreticileri belli oldu,0
rezil kepaze defol git başimdan,1
danla bilic olmamış başka konuk çağırsan iyidi,0
çeyrek altın 281 tl olmuş lütfen bütçemizi sarsmayacak aralıklarla evlenin hem biraz daha tanıyın birbirinizi,0
o kadar şaşırtmıyosunuz ki sonunda hep aynı tınıyla e ben bunu içten içe biliyodum zaten diyorum teşekkürler ve tebrikler,0
gazi meclisimiz türkiye büyük millet meclisi başkanlığına yeniden seçilen sn ismail kahraman ı  tebrik ediyorum,0
sabah ilkbahar öğlen yaz öğleden sonra sonbahar akşam kış mevsimine hoşgeldiniz,0
inanmasaydınız amk çocukları da deseydin keşke hani biz zaten inanmadık da oradaki millet inandı suçlu onlar bence,1
sen daha kötulerine layiksin geber,1
müneccim değilim ama kimin hakkında ne düşündüysek yanılmadık çok şükür,0
yg yıkıl karşımdan dangalak herif,1
işte senin için bir şarkı yapma nolursun akustikhane  dolu kadehi ters tut,0
çok güzelsin army,0
bu görüntüler ya da buna benzer görüntüler adına,0
ders çalışmam lazım başım da çatlıyor çok güzel,0
götünüde sikmişlerdir  belki bi bak bakalım dağılmış mı kevaşe,1
siz hırsınızda kibirinizde yalan dolanlarınızda aşağılık oyunlarınızda boğulursunuz umarım,1
sensiz olmaz sensiz olmaz,0
merhaba sibel,0
merve yav şuamını bugün bana ayırammına koyduğum hakkım var,1
getirin lan mendili ve soğanı veya göz damlasıda olur hırtapoz ağlayacak,1
sehun o kadar tatlısın ki seni izleken ekranı ısırmamak için zor duruyorum,0
merhaba diyor merhaba diyorum bu kadar mı diyorne yapim meşale mi yakim davul zurnayla mı karşılıyim şimdi napim yani,0
sen sabahlar ve şafaklar kadar güzelsin,0
alkol de kullanmıyom sigara da kullanmıyom aynn krdş ben eziğim sen süpersin yaağğ,0
bu yıl doğum gününde ne dileyeceksin bir tanesini gerçekleştireceğim,0
o zamaan eller duaya bu sahnenin yaşanmasını bende çok istiyorum he birde unutmadan herkes hazır de,0
ananem ben küçükken sabah kalkınca hemen yüzünü yıka şeytan işer diyordu şeytan kardeş umarım böyle bir pislik iğre,0
duygularınızı söylemekten çekinmeyin orospu çocukluğu yapıp canımı sıkmayın,1
telefon hep elimde annemden azar yiyorum ama artık yeter daa billboard tagı açıklada rahatlayalım ,0
sen hala konuşuyo musun kevaşe — dm atsana sen bana bi anasini siktigi,1
bir gün şu mizah adı altında türlü saçmalıklar paylaşarak ülkenin ırzına geçen instagramerlar yüzünden kanser olucam,0
ay bu kız baya ünlü bi pornocu sanırım baya tecrübeli,1
sabaha kadar kuzenimin aşifte kedisinden tırmık yemekten uyuyamadım ders bitse de ayaklarımı uzatıp moda da bi kahve içerken uyuyakalsam,0
şimdi telefonumu şarja takıp kitap okumayı denicem acaba ne kadar süre dayanabilicem eskiden yapabiliyodum bunu,0
sana paçoz demek gelio içimden sflsjdkajdjs,1
sende az yavşak değilsin terör sevici şarlatan ne yaptılarsa en az10 katını haketmişindir,1
aliexpress kurucusu jack ma nın başarılı olmak ve mücadeleyle ilgili ilham verici konuşması,0
yalnız gülsevim’in herşeyi yiyen ve herşeyi yapabilen çocuklarını çok merak ettim hani şu annemizin babamızın,0
bazen survivorı izlemeyi bırak boşu boşuna kendini ne ozuyorsunama adem için katlaniyorum survivor,0
her şeye vaktimiz var lâkin vakti verene vaktimiz yok lâkin vakti verene vaktimiz yok ne acı,0
bu hırtapoz yaşlandıkça bunadı,1
haklısın ahmet sen düz orospu çocuğusun,1
piliç piliçtir birde dana eti vardir,0
yobaz demek az gelir bu yaratıklara,1
merhaba aşifte hanım,1
seni bücür seni ahahahah,1
arkadaş izmirlilere sordunuz mu biz gideceğimiz yere 1 saat geç gidelim yeter ki şehrimiz ölmesin,0
bu kariyi cayir catir sikip yaragi bogazi a kadar sokarım,1
hadi herkes sevdiği bi şarkı sözünü yazıp roarforchange etiketini kullansın,0
asfalt ağladı be,0
allah aşığı insancıl aşifte o kullandığın cumlelere dikkat et yoksa senin hakkında yasal süreç basl,1
harezmî eğitim modelimiz türkiye birincisi oldu hayırlı olmasını diliyorum,0
karının götte aşure kazanı gibi maşallah,1
bir kıza sizinle kahve içemek isterim diye mi ne bi menşın attım ben nişanlıyım mahkemede görüşürüz demişti,0
lider çıksan ne olur galatasaray kadar avrupada başarılı olmayınca,0
sen kedine acı lavuk,1
düşsende amatörevursanda en dibe galatasaray ı terkeden kahpe ,1
ananın amı bu nasıl hacamat yamyam gibi derisini yüzmüş kızın,1
‘ama’ bahanedir başarılar ‘rağmen’ cümleleriyle başlar,0
kendi kurduğum dünyada mutluyum,0
lan ne saçma yazı bu gerzek,1
hanim abla cast ajansi  puan vermiyor yalaka yapmaya gerek yok bosuna yorma kendini  bademciklerine  yazik ,0
soytarı bunu görse kendi soytarı utanır,1
ben kilo veriyorum ablam kilo alıyo dünya tersine döndü mutluyum,0
kültürlü görünecem diye sikik sokuk konuşmayın aq kime göre neye göre vasat bi kere beğenmiyosan siktir git izleme,1
ne güzel insandın ne ara böyle salak oldun,1
danla bilic bana yemeği çağrıştırıyo  fgvkşlfkşldkş lds ,0
vedat senin beynini sikerim kevaşe,1
inanamıyorum şuan tam olarak yanımdan geçen 4550 yaşlarındaki adamın telefon müziği save me kendimi sormamak için zor,0
çağla ebeni sikim gel artık,1
günaydın hayırlı sabahlar ,0
hayırlısı olsun ne diyeyim belki bir,0
öğreti üyesi mutlugün üstün başarılı genç bilim insanı ödülü aldı,0
yavşak dönek hepiniz topaç gibi dönüyorsunuz bir o yana bir bu yana,1
takma kafana sn zındık bu da geçeer,1
abd nin onayı olmadan iki sokak ötesindeki döviz hesabına 1 dolar para yollayamazsın abd ne yapabilir ki diyor hala embesil,1
analar kutsaldır orospu çocuğu,1
evet çok tatlısın ama benim tatlıya alerjim var,0
hepiniz ben amk o çocukları siz nasıl lider takımsınız ulan satılmış pezolar allah hepinizin belasını versin kahro,1
siktir lan orosbu çocukları,1
kürsüye de kafa atar bu gerzek,1
burdayim tatlim seni gercek bi kevase yapmaya geldimm,1
yanında cüce kalırım sana aşkım devdir,0
aslında tam evlenilecek kızım damalafat kocaman ,1
hayırlı günleriniz olur inşallah,0
bu fizik seninse istediğini veririm sana yeterki böylesi domal bana,1
hepsi senin suçun baba olcağına gavat olmuşsun,1
çok açık ve net bir şey diycem eğer hayatımda bu kadar saçma sikik bir düşünceye ait insan varsa siktir olup gitsin,1
işi gücü bırakıp ellerimi çeneme koyup saatlerce seni izleyebilirim çok güzelsin,0
bu hanim her gun mahallede ne kadar hayvan varsa etrafina toplayip onlari doyuruyor kedi kopek karga hepsi sisko,1
herkes takacagi takisini alsin suslensin dugunumuz var bizim bugün düğün,0
herkesee iyi geceler kız paçoz sana karabasan gelsin,1
bundan sonra senin adın amına koyduğum kazması olsun httpstcod3ug5rgbkg,1
elin felç olsun gece huzurlu uyuyama yavşak ibne,1
sen ülkemin yaz geceleri gibisin,0
etrafım andaval dolu,1
çikolata yokluğundan asla yemem helvayı yiyorum mutluyum,0
orospu evladı bekleneni veremeyen adamı çıkartırsın o zaman ya sen ne cesit bi kahpe cocuguymussun a,1
bağzııiigg kızlar çok asifte,1
gusülü filan almayın pis ağzınıza cenabet köpekler,1
sigara almaya bakkala gittim çikolata aldım ama sigara almadım,0
müteahhit  osman da da enderi paracıkları kaybetmekorkusu  kolay değil kadının adı para ,0
psikiyatriste gerçek hastalar gitmez gerçek hastaların hasta ettikleri kişiler gider demişti,0
sen kahpe bizansın mahsun güzeli prenses elenora ydın bense kara muratın tokat manyağı yaptğı kimsenin sikinde olma,0
harika düğün fotoğrafları için 10 ipucu,0
kimseden korkumuz yok,0
directionerların yüz karası embesil,1
şakacı zilli,1
çocuksu gülüşleriniz solmasın hiçsiz gülümseyin ki aydınlans,0
ayar etti amk hasta yakını karı dik dik bakıyor saçma sapan stajyer arkadaşa laf ediyor sen yardım etmiyorsun diye,1
nerde bozuk tipli var hepsi sizde,1
ya ne yalaka bişeysin sen,1
hayat kısa  kitap fuarı yaklaşıyor ,0
hayırlı akşamlar,0
ya benimsin ya kara toprağın de belki barzo seviyodur,1
bi kere iş yerine makyaj yapıp gittim müdür tanımadı,0
vallahi sana kızgın olan kahpe olsun tüm sıkıntımız tudorla,1
sese bak aq 2 cm heralde senin bülük,1
yıllar önceyle yıllar sonra değişti birşeyler daha iyiye daha güzele sevgi ile anlayış ve aklıselimle ulaşmak hayaliyle,0
ahmak olmasaydı insan tüm zaferler dostça kazanılırdı,0
80 aldım bro mutluyum,0
mesela onu özlüyorum değil de o beni eksik bıraktı  diyorsun,1
hahahaha lol örneği çok düzgünmüş benim türkçeme takmış ben türkçeden ful yaptım gerizeka,1
tahirin takım elbiseyle düğün salonuna girdiğini gördüğümüzdeki halimiz snsjsnsnsn,0
şuan ezanı muhammediye okunuyor istanbulda,0
cevap versen bi türlü vermesen bi türlü cevap verdin gördük nolduğunu ortalık gerçekten şerefsiz pislik,1
maç bitti ya şimdi oyuncu değişikliği yapabilirsin gerizeka tudor,1
sende az yavşak değilsinde hadi neysee,1
napıyosun aptal piç kurusu,1
sesini çıkartma yarrağımın tadını çıkartacaksın fahişe,1
paraysa para ,0
musleraya laf söyleyenin ağzına siçarim defol gitsin kahpe evladı tudor piçi,1
danada pilic olmazki hahahahahahahahahahah,0
kar yağdığından içimde inanılmaz bir mutluluk var soğuktan herbiryerim dondu ama mutluyum,0
senarist senin ebeni kahrettin lan bizii,1
bazı sikik tipler var laftan anlamaz işi gücü artislik illa kavga edeceksin amk dangalak,1
her iş deneyiminde gözlemlediğim iki yüzlüyalaka insan sayısı arttı işimle alakalı öğrendiklerim 3,1
flamingoların dünya nüfusunun 10’u izmir de yaşıyor   1 saat uzayan yoldan biz memnunuz,0
allah ın sonsuz rahmeti üzerinize olsun gününüz selametle geçsin sabahınız hayırlı ve gününüz bereketli o,0
atakan herkes sizin gibi para karsiligi malafat yalamaz koçum benim,1
gonullu takimindan nefret edenler fav survivor,0
yengem düğün var,0
bu serefsizler anca kahpe gibi özelden tehdit savururhalbuki bilmezler bizim allah tan başka ko,1
yavsak pezevenk,1
ideolojik olsa duramazdın fizyolojiktir o cerrahpaşaduruşu,0
çok tatlısın sevmeye doyulmazsın dinlendirmek isterdim,0
en çok sevdiğiniz müzik,0
uzaktan ahkam kesmek kolay d mi seni vatan haini ki yuzlu pezevenk,1
bir de gözlük takmış prof olan dallama bir boka benzeme çabası,1
41 önde olan takımın hocası durmuyor oyuncu değiştiriyor bizim kahpe de ayak ayak üstüne atıp izliyor,1
evet hala bu münafık zalimi teşhis edemeyenler var yainsanın  aklı almıyor,1
birileri cami duvarına işedi bu en yalaka vekil de olsa baltayı taşa vurdu,1
kazanınca on numarasınız kaybedince şanssızlık,0
arkadaş yarak resmi paylaşıyorum,1
kahpe tudor çift forvet senin neyine beyinsiz şerefsiz tudor ,1
dayan be umudum,0
ablanın biri söylediydi ama adı yemekteyiz de olsa bu bir karakter yarışması diye,0
gerçekten sadece bu kadar mı senin daha fazla makyaj malzemen var sanıyordum,0
sen aşkların en güzelisin ikinci yılımız kutlu olsun,0
masturbasyon yap gecer,1
ayy çok mutluyum huhuu uğursuzluk çökecek niye geliyo ki ya tövbe tövbe,0
bana gönüllüler gerçek gelmiyor sorular önceden verilmiş öss gibi millet çabalar onlar haksız zafer kutlar,0
tam bir fahişe gibi hemde azgın olanı,1
bugün nejat yavaşoğullarını gördümmimarlarlar odasından çıkıyorduaklıma bu geldi o an,0
çok güzelsin sen,0
kılıçdaroğlu bizi avrupa ya amerikaya şikayet ediyormusirak ve suriyeyide birzmnlar şikayet etti,0
yalayın yalayın amk,1
enflasyon  1085 dolar 420 oldu ne düşünüyorsun,0
piç visca basketbol oynuyor sanki faul gösteriyor yerlere atıyor kendini latonun ittirmesi de fernandonun pozisyonu da aynı pislik,1
mevsimlere aşık olunacaksa o ilkbahar olmalıdır,0
hocaların duruşu  hastaların duruşu  esnafın duruşu  öğrencilerin duruşu  cerrahpaşaduruşu,0
görgüsüz gibi yediğiniz içtiğiniz her  şeyi hikaye atmaktan vazgeçin ya aptal mısınız amk,1
süpersin nazcim,0
çok nazik çok zarif canercim tabi tabi adam yiyecekti nerdeyse enderi başına bela aldı ender bi yerde de haketti,0
polis gün sonunda  bize sarılıyorsa minicik yürekler gelip abla biz burada doğduk ne olur taşımasınlar diyorsa güzeldir hayat,0
ya hocam bak allaşkına ya bak ne yazmış gerizeka bak dur açıyorum okutucam gözlüğü de almadım ki yanıma,1
şüphesiz benim namazım da diğer ibadetlerim de yaşamam da ölümüm de âlemler rabbi içindir,0
eskiden ilkbahar falan oluyordu artık direk kıştan yaza geçiyoruz 3 gün kalıcı parfümü 5 liraya alanlar yüzünden ekosistem bozuldu amk,1
tbmm genel kurulunda 26 dönem 2 devre için meclis başkanlığı seçimlerinde  sayın ismail kahraman yeniden  meclis başknı seçildi,0
bir şey olmaz sevinsin garip abaza belliki,1
sikik sokuk konuşma lan,1
masada fatih terim isminin olmaması çok garip değil mi,0
bu takımdan bi cacik olmaz basaksehir sampiyon olur ama fenerbahce lanet aziz olduğu sürece asla olama,1
dünya halklarının 2dünya savaşında nazileri ve yardakçılarını ezip yok ettiği için sovyet halklarına büyük bir borcu var,0
güzeller güzeli mütevazi meleğimiz bir hayranıyla,0
çocukların duaları çok samımı mesela bizim binanın ufaklıkları onlara hep çikolata aldığım  için bana dua ediyorlar  yerim,0
bu sahne çok güzeell  sen çok güzelsin,0
sabahın 9una ders koyarsanız tabi sersem gibi olurum,0
mit mezunu deli paralar kazanan bilgisayar mühendisi kıyafeti bu,0
görünüşte herkes insandır ama gerçek insan hal ehli olandır,0
ya siktir git sabah sabah,1
selamûn aleykûm sabahımız nûr ve hayr dünya ve âhiretimiz  rızkımız helâl ve bereketli her hâlimiz ihlâslı olsun inşâall,0
sevimsiz pezevenk,1
ayayatayaty çok mutluyum okula gitmedim,0
maç bitsin çıkacak ortaya yine  tebrikler karakartal cılar,0
apartman temizleyen bayana kolay gelsin diyorum her defasinda sakiz patlatip suratima bakiyo ya o mal ya ben,0
man kamyonu kullandığı için geniş oluyor dürzü,1
kuş kadar beyniyle laf soktuğunu sandı fahişe,1
gediz deltası izmir kadar kalabalık bir metropolle iç içe yaşayan dünyadaki tek delta sistemi bir kent için büyük,0
etrafı beyaz çikolata kaplı muz fındık ve karamelden oluşan,0
